time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
316839377,-12,11,1001,-236,463,332,idle
316839910,-12,10,1000,-236,463,332,idle
316847931,-12,10,1000,-227,358,367,idle
316848464,-12,10,1002,-227,358,367,idle
316856485,-12,12,1003,-210,323,332,idle
316865030,-12,11,1004,-218,315,341,idle
316873574,-12,11,1001,-271,332,350,idle
316882118,-11,10,1002,-183,350,341,idle
316890662,-12,11,1001,-236,376,376,idle
316899205,-12,11,1001,-227,315,376,idle
316907749,-11,11,1002,-210,306,367,idle
316916086,-11,11,1002,-218,393,358,idle
316916619,-11,12,1004,-218,393,358,idle
316924641,-11,12,1004,-192,385,358,idle
316925174,-11,11,1001,-192,385,358,idle
316933195,-11,11,1001,-183,385,323,idle
316933729,-12,11,1002,-183,385,323,idle
316938423,-12,11,1002,-183,385,323,idle
316941757,-12,11,1002,-227,385,323,idle
316942290,-12,10,1002,-227,385,323,idle
316950311,-11,10,1002,-210,306,376,idle
316958856,-12,12,1002,-245,323,323,idle
316967401,-12,12,1002,-210,280,306,idle
316975945,-12,12,1000,-227,288,297,idle
316984490,-10,11,1002,-271,280,297,idle
316993034,-12,11,1003,-183,332,332,idle
317001578,-11,11,1003,-192,350,306,idle
317009914,-11,11,1003,-236,376,341,idle
317010447,-12,11,1002,-236,376,341,idle
317018469,-12,11,1002,-262,420,341,idle
317019002,-12,11,1002,-262,420,341,idle
317027023,-12,11,1002,-175,402,315,idle
317027556,-12,10,1001,-175,402,315,idle
317035577,-12,10,1001,-166,411,315,idle
317036110,-11,10,1002,-166,411,315,idle
317039557,-11,10,1002,-166,411,315,idle
317044139,-11,11,1002,-183,385,315,idle
317052683,-11,12,1001,-253,332,280,idle
317061227,-12,11,1001,-175,315,288,idle
317069772,-11,11,1002,-201,350,332,idle
317078316,-12,11,1003,-236,332,323,idle
317086861,-11,11,1002,-306,297,332,idle
317095197,-11,11,1002,-236,323,367,idle
317095731,-11,12,1004,-236,323,367,idle
317103752,-11,12,1004,-280,262,350,idle
317104285,-12,13,1000,-280,262,350,idle
317112304,-12,13,1000,-271,183,306,idle
317112837,-12,12,1001,-271,183,306,idle
317120858,-12,12,1001,-376,148,280,idle
317121391,-11,11,1003,-376,148,280,idle
317129412,-11,11,1003,-350,183,332,idle
317129945,-11,10,1003,-350,183,332,idle
317137966,-10,10,1004,-280,218,306,idle
317140481,-10,10,1004,-280,218,306,idle
317146518,-12,10,1003,-306,280,358,idle
317155062,-8,8,1000,-175,472,533,idle
317163607,-15,13,1007,-402,175,332,idle
317172151,-12,11,993,-271,236,271,idle
317180488,-12,11,993,-245,236,350,idle
317181021,-11,10,1006,-245,236,350,idle
317189042,-11,10,1006,-253,271,350,idle
317189575,-11,13,1004,-253,271,350,idle
317197597,-11,13,1004,-166,586,638,idle
317198130,-4,8,1000,-166,586,638,idle
317206150,-4,8,1000,-358,323,385,idle
317206683,-19,9,1003,-358,323,385,idle
317214702,-19,9,1003,-218,463,315,idle
317215235,-13,13,997,-218,463,315,idle
317223255,-10,13,1003,-201,437,315,idle
317231799,-12,13,1006,-227,350,332,idle
317240344,-12,12,998,-245,236,288,idle
317241404,-12,12,998,-245,236,288,idle
317248896,-12,11,1002,-288,43,245,idle
317257441,-11,10,1003,-210,227,227,idle
317265777,-11,10,1003,-166,315,280,idle
317266310,-9,8,1003,-166,315,280,idle
317274329,-9,8,1003,-96,402,367,idle
317274863,-9,9,1004,-96,402,367,idle
317282882,-9,9,1004,-52,665,402,idle
317283415,-10,10,1003,-52,665,402,idle
317291434,-10,10,1003,-61,603,385,idle
317291967,-12,12,1001,-61,603,385,idle
317299988,-12,12,1001,-96,533,393,idle
317300522,-12,12,1001,-96,533,393,idle
317308542,-12,12,1001,-210,446,393,idle
317317086,-13,12,1002,-236,262,306,idle
317325631,-11,11,1003,-332,166,245,idle
317334175,-19,18,997,-341,96,52,idle
317342512,-19,18,997,-341,96,52,idle
317342728,-4,9,1006,-350,43,201,idle
317351273,-10,10,1003,-280,332,227,idle
317359610,-10,10,1003,-210,393,157,idle
317360143,-11,8,1004,-210,393,157,idle
317368162,-11,8,1004,-105,647,280,idle
317368696,-8,11,1005,-105,647,280,idle
317376717,-8,11,1005,-227,332,297,idle
317377250,-15,10,997,-227,332,297,idle
317385271,-15,10,997,-306,52,297,idle
317385805,-13,10,1004,-306,52,297,idle
317393825,-10,12,1002,-376,17,288,idle
317402369,-11,10,1004,-297,323,341,idle
317410913,-10,11,1001,-271,402,367,idle
317419457,-11,10,1001,-175,516,385,idle
317428000,-10,10,1004,-166,568,367,idle
317436544,-12,10,1001,-122,752,393,idle
317443425,-12,10,1001,-122,752,393,idle
317444888,-12,10,1001,-210,560,437,idle
317445421,-11,9,1003,-210,560,437,idle
317453443,-11,9,1003,-122,630,428,idle
317453976,-13,11,999,-122,630,428,idle
317461997,-13,11,999,-105,516,472,idle
317462530,-10,11,1003,-105,516,472,idle
317470551,-10,11,1003,-183,490,411,idle
317471084,-13,10,1001,-183,490,411,idle
317479105,-11,11,1001,-148,393,393,idle
317487649,-11,12,1002,-175,376,358,idle
317496193,-10,11,1002,-175,367,350,idle
317504738,-11,11,1002,-157,516,350,idle
317513282,-11,11,1001,-131,577,358,idle
317521827,-11,10,1002,-131,542,393,idle
317530371,-11,12,1004,-131,586,420,idle
317538915,-12,11,1000,-183,542,385,idle
317544548,-12,11,1000,-183,542,385,idle
317547259,-12,11,1000,-192,428,402,idle
317547792,-12,12,1002,-192,428,402,idle
317555814,-12,12,1002,-253,420,367,idle
317556347,-11,11,1001,-253,420,367,idle
317564368,-11,11,1001,-218,323,428,idle
317564901,-12,11,1002,-218,323,428,idle
317572921,-12,11,1002,-210,393,411,idle
317573454,-11,10,1004,-210,393,411,idle
317581474,-11,10,1004,-227,411,393,idle
317582007,-12,11,1001,-227,411,393,idle
317590029,-12,12,1002,-245,411,350,idle
317598573,-11,11,1003,-183,437,358,idle
317607117,-13,11,1002,-210,542,350,idle
317615661,-13,12,1001,-227,463,341,idle
317624204,-12,11,1002,-253,393,323,idle
317632749,-11,12,1003,-253,332,332,idle
317641293,-11,10,1002,-315,297,315,idle
317645473,-11,10,1002,-315,297,315,idle
317649639,-11,10,1002,-201,332,341,idle
317650173,-12,10,1001,-201,332,341,idle
317658194,-12,10,1001,-192,306,315,idle
317658727,-12,10,1001,-192,306,315,idle
317666748,-12,10,1001,-271,271,323,idle
317667281,-12,12,1002,-271,271,323,idle
317675300,-12,12,1002,-218,262,288,idle
317675833,-11,10,1000,-218,262,288,idle
317683855,-11,10,1000,-245,306,323,idle
317684388,-10,11,1001,-245,306,323,idle
317692409,-11,11,1002,-227,236,288,idle
317700953,-11,10,1003,-175,192,297,idle
317709498,-9,11,1004,-210,218,262,idle
317718042,-11,11,1001,-210,236,271,idle
317726585,-12,12,998,-245,201,183,idle
317735129,-13,11,1000,-341,-358,245,idle
317743673,-12,13,1000,-341,-323,148,idle
317746397,-12,13,1000,-341,-323,148,idle
317752019,-12,13,1000,-341,-323,35,idle
317752552,-10,10,1004,-341,-323,35,idle
317760573,-10,10,1004,-393,-385,148,idle
317761106,-13,11,1000,-393,-385,148,idle
317769127,-13,11,1000,-437,-525,218,idle
317769660,-9,10,1006,-437,-525,218,idle
317777680,-9,10,1006,-280,-236,245,idle
317778213,-11,11,1002,-280,-236,245,idle
317786233,-11,11,1002,-332,-323,236,idle
317786766,-10,12,1002,-332,-323,236,idle
317794787,-11,12,1003,-376,-183,280,idle
317803331,-9,10,1004,-306,35,332,idle
317811876,-7,10,1004,-262,166,393,idle
317820421,-11,12,1001,-218,428,455,idle
317828966,-11,11,1000,-262,306,341,idle
317837510,-9,9,1002,-245,210,385,idle
317846055,-10,9,1002,-236,358,463,idle
317847531,-10,9,1002,-236,358,463,idle
317854400,-10,9,1002,-218,533,551,idle
317854933,-10,9,1002,-218,533,551,idle
317862952,-10,9,1002,-183,323,560,idle
317863485,-12,9,999,-183,323,560,idle
317871506,-12,9,999,-166,315,446,idle
317872039,-11,11,1003,-166,315,446,idle
317880059,-11,11,1003,-183,210,385,idle
317880592,-10,12,1001,-183,210,385,idle
317888613,-10,12,1001,-148,122,341,idle
317889146,-11,12,1002,-148,122,341,idle
317897166,-10,10,1003,-210,113,297,idle
317905710,-9,11,1000,-183,245,393,idle
317914255,-10,10,1003,-192,192,437,idle
317922799,-11,11,1003,-236,271,490,idle
317931344,-10,10,1003,-236,315,551,idle
317939889,-10,10,1003,-280,472,735,idle
317948433,-10,9,1000,-245,498,962,idle
317956979,-9,11,1002,-280,437,1233,idle
317965523,-9,14,1002,-253,568,1023,idle
317974068,-9,11,1001,-183,498,805,idle
317982612,-10,12,1003,-218,498,691,idle
317990948,-10,12,1003,-201,437,603,idle
317991481,-11,11,1002,-201,437,603,idle
317999502,-11,11,1002,-245,420,621,idle
318000035,-11,11,1001,-245,420,621,idle
318008055,-11,11,1001,-175,420,577,idle
318008588,-11,11,1001,-175,420,577,idle
318016609,-11,11,1001,-227,341,525,idle
318017142,-10,10,1000,-227,341,525,idle
318025162,-10,10,1000,-192,350,525,idle
318025695,-9,11,1002,-192,350,525,idle
318033717,-9,11,1005,-201,315,525,idle
318042262,-11,10,1001,-210,385,568,idle
318049559,-11,10,1001,-210,385,568,idle
318050815,-10,10,1002,-236,271,612,idle
318059359,-10,10,1002,-288,315,665,idle
318067903,-11,9,1001,-236,411,813,idle
318076448,-10,8,1004,-227,481,1085,idle
318084992,-10,10,1002,-175,595,1347,idle
318093536,-9,14,1003,-227,551,1207,idle
318102080,-10,12,1001,-236,568,1032,idle
318110416,-10,12,1001,-218,472,962,idle
318110949,-10,11,1000,-218,472,962,idle
318118970,-10,11,1000,-218,437,848,idle
318119503,-11,12,1002,-218,437,848,idle
318127524,-11,12,1002,-175,411,700,idle
318128057,-11,11,1000,-175,411,700,idle
318136076,-11,11,1000,-245,402,665,idle
318136610,-11,11,1001,-245,402,665,idle
318144631,-11,11,1001,-227,271,577,idle
318145164,-11,11,1002,-227,271,577,idle
318150483,-11,11,1002,-227,271,577,idle
318153193,-10,11,1001,-236,253,542,idle
318161738,-9,11,1002,-227,236,516,idle
318170282,-10,11,1003,-262,262,446,idle
318178827,-10,11,1002,-245,358,446,idle
318187371,-9,12,1004,-201,420,367,idle
318195915,-10,11,1001,-227,498,323,idle
318204459,-35,16,971,157,2310,612,idle
318213003,32,-3,1060,-192,288,367,idle
318221547,-32,19,964,-140,1356,647,idle
318229884,-32,19,964,17,1373,481,idle
318230417,-2,9,1022,17,1373,481,idle
318238438,-2,9,1022,-227,918,621,idle
318238971,-15,11,994,-227,918,621,idle
318246990,-15,11,994,-113,988,691,idle
318247523,-10,8,999,-113,988,691,idle
318251385,-10,8,999,-113,988,691,idle
318255550,-10,8,999,-122,997,962,idle
318256083,-12,10,1007,-122,997,962,idle
318264102,-12,10,1007,-131,1023,1120,idle
318264636,-11,11,996,-131,1023,1120,idle
318272657,-9,12,1006,-35,997,1058,idle
318281202,-15,14,998,-192,945,936,idle
318289746,-10,10,998,-183,516,892,idle
318298291,-12,13,1004,-227,525,910,idle
318306835,-10,13,1001,-280,533,813,idle
318315380,-11,13,1005,-183,568,560,idle
318323924,-11,11,1001,-201,621,315,idle
318332469,-11,10,1001,-131,586,306,idle
318340806,-11,10,1001,-113,568,306,idle
318341339,-11,10,1002,-113,568,306,idle
318349358,-11,10,1002,-113,516,315,idle
318349891,-13,10,1000,-113,516,315,idle
318352505,-13,10,1000,-113,516,315,idle
318357918,-13,10,1000,-113,525,315,idle
318358451,-11,11,1003,-113,525,315,idle
318366473,-11,11,1003,-140,525,315,idle
318367006,-12,10,1002,-140,525,315,idle
318375026,-11,10,1002,-192,455,350,idle
318383570,-11,11,1003,-210,507,402,idle
318392114,-12,13,1000,-210,455,402,idle
318400659,-11,12,1002,-210,411,411,idle
318409203,-12,9,1002,-262,393,402,idle
318417747,-10,11,1002,-280,358,376,idle
318426291,-11,11,1003,-271,358,385,idle
318434628,-11,11,1003,-210,428,393,idle
318435161,-11,11,1002,-210,428,393,idle
318443183,-11,11,1002,-218,428,376,idle
318443716,-10,11,1002,-218,428,376,idle
318451735,-10,11,1002,-210,455,402,idle
318452268,-11,10,1003,-210,455,402,idle
318453427,-11,10,1003,-210,455,402,idle
318460295,-11,10,1003,-175,437,350,idle
318460828,-11,11,1002,-175,437,350,idle
318468850,-11,11,1002,-131,525,350,idle
318469383,-10,11,1001,-131,525,350,idle
318477404,-10,11,1002,-140,542,367,idle
318485947,-12,12,1001,-140,402,367,idle
318494492,-12,11,1003,-245,402,306,idle
318503036,-12,12,1003,-262,323,358,idle
318511580,-12,12,1002,-271,341,341,idle
318520125,-11,12,1001,-227,393,315,idle
318528669,-12,12,1001,-262,402,315,idle
318537006,-12,12,1001,-280,341,350,idle
318537539,-11,11,1002,-280,341,350,idle
318545559,-11,11,1002,-236,446,341,idle
318546093,-11,11,1004,-236,446,341,idle
318554114,-11,11,1004,-192,490,323,idle
318554648,-11,12,1002,-192,490,323,idle
318562666,-11,12,1002,-236,411,332,idle
318563199,-11,11,1001,-236,411,332,idle
318571221,-11,11,1002,-210,472,315,idle
318579766,-12,11,1001,-297,385,367,idle
318588310,-12,10,1001,-218,332,376,idle
318596855,-11,12,1002,-157,350,332,idle
318605399,-10,12,1001,-218,385,323,idle
318613944,-11,11,1002,-253,385,341,idle
318622489,-10,12,1003,-236,385,341,idle
318631033,-10,10,1001,-236,376,332,idle
318639577,-11,11,1003,-236,455,315,idle
318647913,-11,11,1003,-253,411,358,idle
318648446,-11,12,1003,-253,411,358,idle
318655427,-11,12,1003,-253,411,358,idle
318656475,-11,12,1003,-227,393,393,idle
318657008,-11,10,1002,-227,393,393,idle
318665029,-11,10,1002,-218,411,376,idle
318665562,-12,12,1001,-218,411,376,idle
318673583,-12,12,1001,-271,393,341,idle
318674116,-11,11,1001,-271,393,341,idle
318682136,-12,12,1003,-201,385,332,idle
318690680,-12,10,1002,-218,402,306,idle
318699224,-11,10,1000,-175,411,332,idle
318707769,-11,11,1004,-175,463,358,idle
318716312,-12,12,1002,-175,341,288,idle
318724857,-13,11,1001,-140,393,315,idle
318733401,-12,10,1001,-271,385,350,idle
318741946,-10,10,1001,-297,402,367,idle
318750282,-10,10,1001,-183,376,437,idle
318750816,-11,12,1002,-183,376,437,idle
318756548,-11,12,1002,-183,376,437,idle
318758843,-11,12,1002,-192,402,402,idle
318759377,-11,11,1004,-192,402,402,idle
318767398,-11,11,1004,-227,446,350,idle
318767931,-11,12,1002,-227,446,350,idle
318775952,-11,12,1002,-245,446,393,idle
318776485,-13,11,1000,-245,446,393,idle
318784506,-13,11,1000,-280,420,358,idle
318785039,-11,11,1002,-280,420,358,idle
318793059,-12,10,1000,-218,367,350,idle
318801603,-11,11,1001,-166,402,358,idle
318810147,-12,11,1002,-262,323,358,idle
318818692,-11,10,1002,-236,402,367,idle
318827236,-11,10,1004,-262,420,393,idle
318835780,-11,10,1001,-236,411,385,idle
318844324,-11,12,1002,-245,428,437,idle
318852660,-11,12,1002,-236,472,437,idle
318853193,-12,12,1002,-236,472,437,idle
318857473,-12,12,1002,-236,472,437,idle
318861223,-12,12,1002,-245,323,411,idle
318861756,-12,10,1001,-245,323,411,idle
318869777,-12,10,1001,-271,420,411,idle
318870310,-12,11,1002,-271,420,411,idle
318878331,-12,11,1002,-210,472,437,idle
318878864,-11,11,1002,-210,472,437,idle
318886886,-12,12,1001,-218,376,411,idle
318895431,-12,10,1002,-236,332,411,idle
318903976,-11,11,1001,-271,350,420,idle
318912520,-12,11,1003,-192,385,393,idle
318921064,-11,11,1002,-262,385,420,idle
318929609,-11,10,1002,-218,376,411,idle
318938152,-11,10,1001,-192,420,420,idle
318946697,-10,10,1002,-201,463,437,idle
318955241,-11,10,1003,-201,437,455,idle
318958380,-11,10,1003,-201,437,455,idle
318963586,-11,10,1003,-166,420,525,idle
318964119,-12,10,1001,-166,420,525,idle
318972137,-12,10,1001,-201,358,603,idle
318972670,-11,11,1002,-201,358,603,idle
318980689,-11,11,1002,-236,376,621,idle
318981222,-11,10,1001,-236,376,621,idle
318989242,-11,10,1001,-157,411,656,idle
318989775,-12,10,999,-157,411,656,idle
318997796,-12,10,999,-210,358,656,idle
318998329,-12,12,1002,-210,358,656,idle
319006349,-11,13,1002,-157,428,551,idle
319014894,-10,11,1003,-218,341,472,idle
319023438,-11,13,1002,-262,367,420,idle
319031983,-11,13,1002,-236,420,411,idle
319040527,-12,11,1001,-253,411,420,idle
319049072,-12,12,1002,-297,437,385,idle
319057616,-11,11,1002,-288,393,428,idle
319059508,-11,11,1002,-288,393,428,idle
319066167,-12,11,1000,-253,385,455,idle
319074503,-12,11,1000,-245,332,472,idle
319075036,-12,11,1001,-245,332,472,idle
319083058,-12,11,1001,-236,323,437,idle
319083591,-11,11,1003,-236,323,437,idle
319091612,-11,11,1003,-227,463,446,idle
319092145,-10,10,1003,-227,463,446,idle
319100165,-10,10,1003,-201,402,402,idle
319100698,-12,11,1003,-201,402,402,idle
319108719,-12,11,1003,-210,420,367,idle
319109253,-12,11,1001,-210,420,367,idle
319117274,-12,11,1000,-227,367,411,idle
319125818,-11,10,1001,-227,385,420,idle
319134362,-11,11,1002,-175,393,411,idle
319142906,-11,11,1002,-201,358,472,idle
319151451,-11,12,1002,-192,341,455,idle
319159995,-11,11,1002,-236,463,481,idle
319168540,-11,11,1000,-227,420,437,idle
319177084,-12,11,1001,-192,463,463,idle
319185421,-12,11,1001,-236,437,446,idle
319185954,-12,12,1002,-236,437,446,idle
319193976,-12,12,1002,-227,455,481,idle
319194509,-11,11,1003,-227,455,481,idle
319202529,-11,11,1003,-210,420,490,idle
319203062,-11,10,1002,-210,420,490,idle
319211084,-11,10,1002,-192,533,595,idle
319211617,-11,9,1001,-192,533,595,idle
319219639,-11,9,1001,-236,498,568,idle
319220172,-13,12,1000,-236,498,568,idle
319228191,-11,9,1002,-183,411,665,idle
319236735,-12,10,1004,-192,393,691,idle
319245280,-11,11,1001,-245,463,656,idle
319253825,-11,12,1001,-131,455,630,idle
319261537,-11,12,1001,-131,455,630,idle
319262377,-12,11,1001,-210,402,533,idle
319270920,-12,12,1001,-227,420,603,idle
319279465,-12,12,1002,-201,420,577,idle
319288009,-11,13,1002,-210,367,595,idle
319296553,-10,11,1004,-227,350,568,idle
319304889,-10,11,1004,-262,420,525,idle
319305422,-11,11,1000,-262,420,525,idle
319313444,-11,11,1000,-227,350,516,idle
319313977,-11,11,1001,-227,350,516,idle
319321998,-11,11,1001,-262,402,490,idle
319322531,-12,11,1001,-262,402,490,idle
319330550,-12,11,1001,-175,402,472,idle
319331083,-12,10,1001,-175,402,472,idle
319339104,-12,10,1001,-183,411,472,idle
319339637,-11,9,1001,-183,411,472,idle
319347659,-11,10,1002,-201,420,498,idle
319356204,-11,9,1004,-140,437,551,idle
319362461,-11,9,1004,-140,437,551,idle
319364756,-12,9,1003,-157,463,700,idle
319373299,-13,8,1001,-183,472,840,idle
319381844,-11,13,1000,-201,455,962,idle
319390389,-12,15,1000,-166,411,700,idle
319398933,-11,13,1002,-192,367,568,idle
319407477,-11,12,1002,-227,306,533,idle
319415814,-11,12,1002,-262,341,490,idle
319416347,-11,12,1003,-262,341,490,idle
319424366,-11,12,1003,-297,350,463,idle
319424899,-10,13,1002,-297,350,463,idle
319432918,-10,13,1002,-245,411,463,idle
319433451,-11,12,1002,-245,411,463,idle
319441472,-11,12,1002,-262,393,402,idle
319442005,-12,11,1002,-262,393,402,idle
319450026,-12,11,1002,-280,463,411,idle
319450559,-12,12,1001,-280,463,411,idle
319458580,-11,12,1002,-271,385,463,idle
319463382,-11,12,1002,-271,385,463,idle
319467132,-12,10,1001,-297,428,455,idle
319475677,-10,10,1002,-280,428,490,idle
319484222,-12,12,1002,-236,428,542,idle
319492767,-12,11,1001,-271,420,577,idle
319501311,-12,10,1002,-253,315,603,idle
319509856,-12,10,1001,-253,385,665,idle
319518400,-11,11,1002,-245,358,586,idle
319526737,-11,11,1002,-201,393,516,idle
319527270,-11,11,1002,-201,393,516,idle
319535291,-11,11,1002,-166,367,411,idle
319535824,-11,10,1002,-166,367,411,idle
319543846,-11,10,1002,-140,393,376,idle
319544379,-12,10,1001,-140,393,376,idle
319552401,-12,10,1001,-175,393,376,idle
319552934,-11,11,1000,-175,393,376,idle
319560954,-11,11,1000,-131,385,402,idle
319561487,-10,12,1003,-131,385,402,idle
319564519,-10,12,1003,-131,385,402,idle
